,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
1286,8658.json,TRUE,says rep steve stockman basically wants gun filled zones schools,"elections,guns",howard-fineman,"Editorial director, Huffington Post",,none,0,0,0,0,0,"comments on MSNBC's ""All In with Chris Hayes""",1,0,0,0,0
1287,4891.json,TRUE,says military expenditures united states greater combined spending next 14 largest nations,"deficit,federal-budget,military",alan-simpson,Co-chairman of the Bowles-Simpson commission,Wyoming,republican,0,0,0,0,0,a speech at the City Club of Cleveland,1,1,0.238,0,0
1288,11105.json,FALSE,iran deal says country tries undermine irans nuclear program help defend israel egypt saudis allies,"foreign-policy,israel,terrorism",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an interview on Fox News,1,0,0.016,0,4
1289,8793.json,barely-true,rick scotts administration spent 100 000 taxpayer money first voter purge attempt 2012,elections,florida-all,,Florida,none,1,0,0,0,0,,1,0,0,0,5
1290,3956.json,TRUE,number one world comes energy resources russians second saudi arabia number three,energy,george-allen,consultant,Virginia,republican,2,8,3,4,1,a press conference.,0,1,0.19,0,0
1291,7160.json,half-true,agriculture department estimates roughly 42 percent corn crop used make ethanol amount corn used feed livestock poultry united states,"agriculture,energy",bob-goodlatte,U.S. Congressman,Virginia,republican,0,1,4,3,0,a statement.,1,1,0.076,0,2
1292,10377.json,barely-true,1913 legal mail children,"children,history",facebook-posts,Social media posting,,none,14,18,15,11,36,a Facebook post,1,0,0.176,0,5
1293,5495.json,FALSE,tonight ohio people came vote barack obama unopposed race voted mitt romney rick santorum combined,elections,david-axelrod,,,democrat,2,1,6,7,0,an interview on NBC,1,0,0,0,4
1294,918.json,mostly-true,democrats compare infrastructure programs stimulus eisenhower interstate program proposed 500 billion highway system going put 30 billion roads bridges,"stimulus,transportation",john-mica,U.S. Representative,Florida,republican,0,1,1,1,1,a comment quoted in the Washington Post.,0,0,0,0,1
1295,9532.json,half-true,congressman tom cotton arkansan congress democrat republican vote disaster relief five times,"bipartisanship,congress,environment,federal-budget,homeland-security,infrastructure,public-safety,voting-record,weather",senate-majority-pac,political action committee,"Washington, D.C. ",democrat,3,4,4,1,0,a television ad,0,-1,0.038,0,2
1296,516.json,TRUE,u navy sailed ships around world 60 years nuclear power plants never accident,military,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a speech in Nashville, Tenn.",0,1,0.1,0,0
1297,11352.json,TRUE,openly gay man ever elected georgia legislature,"elections,gays-and-lesbians,states",georgia-voice,,,none,0,0,0,0,0,a news story,-1,-1,0.167,0,0
1298,9418.json,pants-fire,u reps eric cantor luis gutierrez touring country last year joined hip working together bipartisan fashion indeed goal immigration reform,immigration,laura-ingraham,Political commentator and radio talk show host,,none,2,5,1,0,1,a speech.,0,0,0,0,3
1299,11063.json,FALSE,5 billion website obamacare never worked still doesnt work,"government-efficiency,health-care",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech in Phoenix,0,0,0,0,4
1300,11579.json,mostly-true,takes almost year refugee processed united states,terrorism,jeb-bush,,Florida,republican,17,5,17,24,2,"comments on CNN's ""State of the Union""",0,1,0.189,0,1
1301,2832.json,TRUE,congressman ryan secured grand total 116 838 763 date mahoning valley additional 27 095 000 pending fy2010 spending bills,federal-budget,tim-ryan,U.S. representative ,Ohio,democrat,0,0,0,5,1,a website posting,1,1,0.206,0,0
1302,1073.json,FALSE,north carolina used stimulus money hire one new state worker job apply stimulus funds taxpayers way federal government,"economy,stimulus",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a Web ad,1,0,0,0,4
1303,196.json,mostly-true,sen hillary clinton could enact campaign proposals taxpayers would faced financing 777 6 billion new spending one white house term,federal-budget,republican-national-committee-republican,,,republican,6,6,11,5,2,"Web ""Spend-O-Meter""",1,0,0,0,1
1304,11411.json,FALSE,dan gecker voted double vehicle registration fees costing chesterfield county residents 6 million annually,"county-government,taxes",glen-sturtevant,,,republican,0,1,0,0,0,a TV ad,0,0,0,0,4
1305,113.json,half-true,lot people know 50 000 americans make living ebay,economy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"Dearborn, Mich.",0,0,0,0,2
1306,11992.json,pants-fire,dont know anything david duke,candidates-biography,donald-trump,President-Elect,New York,republican,63,114,51,37,61,comments on CNN's State of the Union,0,0,0,0,3
1307,2324.json,pants-fire,80 85 percent campaign funds go donations various organizations throughout city providence,"campaign-finance,candidates-biography",john-lombardi,Providence City Councilman ,Rhode Island,democrat,0,0,0,0,1,a WPRI Channel 12 debate,0,0,0,0,3
1308,8769.json,TRUE,3 percent voters 18 34 dont believe climate change really happening,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0,0,0,0,0,remarks at a news conference,1,0,0,0,0
1309,9699.json,mostly-true,says u senate candidate joni ernst support national minimum wage,"federal-budget,income,jobs,workers",bruce-braley,U.S. House of Representatives,Iowa,democrat,0,2,0,1,0,,0,-1,0.17,0,1
1310,1148.json,pants-fire,birthers obtained copy obamas kenyan birth certificate,"candidates-biography,obama-birth-certificate",orly-taitz,,,none,0,0,0,0,1,an attachment to a lawsuit,0,0,0,0,3
1311,10370.json,barely-true,keystone means unlocking canadian tar sands,"energy,environment",chris-coons,"County executive of New Castle County, Delaware",Delaware,democrat,1,0,0,0,0,"an interview on ""Fox News Sunday""",0,0,0,0,5
1312,7671.json,pants-fire,working tax cut created 40 000 new jobs last four years,taxes,associated-industries-florida,,Florida,organization,0,0,1,0,1,a TV ad,1,0,0.006,0,3
1313,12695.json,TRUE,least twice many licensed firearm dealers california mcdonalds,guns,safety-all-initiative,,California ,none,0,0,0,1,0,an email.,1,0,0,0,0
1314,8835.json,FALSE,played game pittsburgh steelers 23 inches snow played least 15 inches,sports,curtis-martin,,,none,0,1,0,0,0,comments on ESPN,-1,1,0.179,0,4
1315,991.json,barely-true,department homeland security view returning military veterans gun owners likely commit terrorist acts,"military,terrorism,veterans",gus-bilirakis,Congressman,Florida,republican,1,1,0,1,0,a news release,-1,-1,0.179,0,5
1316,10001.json,barely-true,data violent crime shows wisconsin become less safe scott walker took office,"city-budget,city-government,county-budget,county-government,crime,criminal-justice,state-budget",wisconsin-professional-police-association,,Wisconsin,none,1,0,0,1,0,a news conference,-1,-1,0.192,0,5
1317,7686.json,mostly-true,boston marathon bombing fifth case u government officials examined individuals potentially involved terrorism felt threat went carry terrorist murders,terrorism,peter-king,U.S. House of Representatives,New York,republican,0,1,1,2,1,an interview with MSNBC,0,-1,0.395,1,1
1318,12435.json,mostly-true,2006 donald trump hoping real estate crash,"bankruptcy,candidates-biography,debt,economy,history,housing,income,jobs,stimulus,wealth",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an advertisement,1,0,0.007,0,1
1319,976.json,TRUE,republican leadership budget proposal contain numbers,federal-budget,robert-gibbs,Former White House Press Secretary,,democrat,1,1,0,1,0,a statement during a press briefing,0,0,0,0,0
1320,6377.json,TRUE,says 1 7 american families food stamps,"economy,pundits,welfare",sarah-palin,,Alaska,republican,9,19,9,6,6,her speech at a rally for Ted Cruz in The Woodlands,0,0,0,0,0
1321,8252.json,mostly-true,kenosha casino would one states largest employers pay state company tribe essentially would wisconsins biggest taxpayer,"gambling,jobs,state-budget,taxes",menominee-indian-tribe-wisconsin,,Wisconsin,none,0,0,0,1,0,a web posting,1,0,0.046,0,1
1322,7127.json,TRUE,race closest u senate race ohio 36 years howard metzenbaum defeated robert taft 1976,elections,josh-mandel,Ohio treasurer,Ohio,republican,4,5,4,5,6,an email to supporters,0,-1,0.129,0,0
1323,507.json,barely-true,drawn presurge levels basra mosul sadr city quiet long tough setbacks,iraq,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"Greensdale, Wis.",-1,0,0.057,0,5
1324,7269.json,half-true,says austins treated wastewater put colorado river higher quality water city takes lake public use,"environment,water",lee-leffingwell,Austin mayor,Texas,democrat,1,0,4,1,0,an Austin City Council meeting.,1,0,0,0,2
1325,1308.json,FALSE,amendment house health reform bill puts new restrictions women access abortion coverage private health insurance market even would pay premiums money,"abortion,health-care",nita-lowey,U.S. House of Representatives,New York,democrat,0,1,0,0,0,a speech on the House floor,1,0,0.042,0,4
1326,6408.json,TRUE,president barack obama never visited israel,"israel,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a campaign ad,0,0,0,0,0
1327,12252.json,FALSE,worst state country moving people welfare work,welfare,catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0,1,0,0,0,a Republican gubernatorial debate,-1,-1,0.24,0,4
1328,4533.json,half-true,says private sector texas created 1 million jobs past decade,jobs,rick-perry,Governor,Texas,republican,30,30,42,23,18,a television interview,-1,1,0.143,0,2
1329,7747.json,barely-true,pentagon confirms may court martial soldiers hold christian faith,"military,religion",blog-posting,,,none,7,19,3,5,44,Web posts,0,1,0.219,0,5
1330,7521.json,TRUE,cobb one largest school systems nation debt free,"county-budget,debt,taxes",joellen-smith,,Georgia,none,0,0,0,0,0,an editorial,1,1,0.043,0,0
1331,4014.json,FALSE,weve got revenue ever,"economy,taxes",jim-demint,"President, Heritage Foundation",South Carolina,republican,4,4,0,0,1,"an interview on CNN's ""State of the Union with Candy Crowley""",1,0,0,0,4
1332,10968.json,mostly-true,2010 2014 net migration mexico,immigration,bill-clinton,former president,Arkansas,democrat,4,2,12,11,3,"a broadcast of ""The Daily Show""",0,-1,0.18,0,1
1333,7639.json,TRUE,social security disability fund going belly 2016,social-security,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,remarks at Politico breakfastt,1,1,0.194,0,0
1334,12682.json,TRUE,shocking 20 veterans committing suicide every day especially older veterans,"health-care,veterans",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech,-1,-1,0.302,1,0
1335,9358.json,mostly-true,today five largest financial institutions 38 percent bigger back 2008 big fail,"economy,financial-regulation,government-regulation",elizabeth-warren,U.S. senator,Massachusetts ,democrat,0,0,3,3,0,"an interview on ""PBS Newshour""",-1,-1,0.137,0,1
1336,8224.json,mostly-true,house vote engagement kosovo bill clinton kept fighting anyway ultimately vote pass,"congressional-rules,foreign-policy,history,legal-issues,military",peter-king,U.S. House of Representatives,New York,republican,0,1,1,2,1,"an interview on ""Fox News Sunday""",0,0,0.022,0,1
1337,10687.json,TRUE,know u one nations world without official language,legal-issues,randy-forbes,Representative,Virginia,republican,1,0,4,3,0,a blog.,-1,0,0,0,0
1338,10190.json,barely-true,every time weve increased minimum wage weve seen growth jobs,"economy,income,jobs,labor,small-business,workers",ben-cardin,Senator,Maryland,democrat,1,0,0,0,0,"an interview on ""Fox News Sunday""",0,1,0.32,1,5
1339,1562.json,TRUE,florida legislature raised taxes fees almost 2 billion 2009 session,"economy,taxes",charlie-justice,,,democrat,0,0,1,0,1,a news release,0,0,0,0,0
1340,7129.json,TRUE,people working clean green energy oil gas country,"economy,energy,environment,jobs,labor,technology",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a newspaper column,1,1,0.231,0,0
1341,5907.json,mostly-true,florida 1 200 golf courses think 58 million rounds played year florida weve got 44 percent travel golf country 5 million people come golf,sports,rick-scott,Governor,Florida,republican,28,23,38,34,7,TV interview,0,1,0.072,0,1
1342,13060.json,pants-fire,says hillary clinton undercover nurse sept 11 memorial ceremony new york,candidates-biography,blog-posting,,,none,7,19,3,5,44,posts,1,0,0,0,3
1343,12443.json,mostly-true,50 percent students milwaukee public high schools go two four year college,education,vicki-martin,President of Milwaukee Area Technical College,Wisconsin,education-official,0,0,0,1,0,a presentation at a panel discussion,1,0,0,0,1
1344,10745.json,TRUE,fastest growing part pentagons budget health care expenses,"health-care,military",evan-bayh,former governor and senator,Indiana,democrat,0,0,0,0,0,"an interview in Concord, N.H.",0,1,0.242,0,0
1345,10667.json,mostly-true,inflation adjusted defense spending declined 21 percent since 2010 even discount drawdowns iraq afghanistan still declined dangerous 12 percent,"federal-budget,military",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a Senate floor speech,-1,-1,0.052,0,1
